customer_number;FirstName;LastName
13018;Ulysses;Quincy
13019;Gerald;Van Buren
13020;Theodore;Washington
13021;Millard;Hoover
13022;Harry;Truman
13023;Warren;Monroe
13024;Gerald;Madison
13025;Dwight;Coolidge
13026;Zachary;Kennedy
13027;Ronald;Johnson
13028;Dwight;McKinley
13029;Thomas;Cleveland
13030;Harry;Quincy
13031;Chester;Quincy
13032;Gerald;Nixon
13033;William;Harrison
13034;Rutherford;Reagan
13035;Bill;Johnson
13036;Dwight;Roosevelt
13037;Theodore;Kennedy
13038;Jimmy;Truman
13039;Warren;Kennedy
13040;Ronald;Polk
13041;Gerald;McKinley
13042;Herbert;Coolidge
13043;Ulysses;Polk
13044;Gerald;Hayes
13045;Woodrow;Nixon
13046;Warren;Adams
13047;Grover;Pierce
13048;Rutherford;Fillmore
13049;James;Roosevelt
13050;Ronald;McKinley
13051;Grover;Coolidge
13052;Gerald;Hoover
13053;George;Cleveland
13054;Theodore;Hayes
13055;Theodore;Harrison
13056;Lyndon;Harrison
13057;Theodore;Tyler
13058;Gerald;Arthur
13059;William;Buchanan
13060;Martin;Hayes
13061;Ronald;Hayes
13062;Zachary;Harding
13063;Richard;Grant
13064;Woodrow;Garfield
13065;Ulysses;Taft
13066;Theodore;Fillmore
13067;Zachary;Nixon
13068;Warren;Buchanan
13069;Zachary;Polk
13070;Benjamin;Eisenhower
13071;George;Truman
13072;Ronald;Hoover
13073;Benjamin;Jefferson
13074;Herbert;Reagan
13075;Herbert;Eisenhower
13076;Grover;Roosevelt
13077;James;Harrison
13078;James;Truman
13079;Ronald;Harrison
13080;Zachary;Grant
13081;Jimmy;Arthur
13082;Ronald;Ford
13083;Rutherford;Taft
13084;Lyndon;Monroe
13085;William;Quincy
13086;Benjamin;Adams
13087;Zachary;Lincoln
13088;Ronald;Tyler
13089;Dwight;Wilson
13090;Franklin;Harrison
13091;Herbert;Johnson
13092;Woodrow;Hoover
13093;Harry;Washington
13094;Benjamin;Tyler
13095;Franklin;Monroe
13096;Lyndon;Buchanan
13097;Benjamin;Harrison
13098;Harry;McKinley
13099;Harry;Cleveland
13100;Rutherford;Taft
13101;Gerald;Polk
13102;Millard;Harding
13103;Ulysses;Harrison
13104;Abraham;Roosevelt
13105;Calvin;Buchanan
13106;Woodrow;McKinley
13107;Richard;Buchanan
13108;John;Fillmore
13109;Harry;Adams
13110;Herbert;Wilson
13111;Calvin;Wilson
13112;Ulysses;Taylor
13113;James;Ford
13114;Calvin;Truman
13115;Rutherford;Coolidge
13116;Ronald;Fillmore
13117;Martin;Arthur
13118;Herbert;Washington
13119;Herbert;Tyler
13120;William;Adams
13121;Martin;Ford
13122;Herbert;Madison
13123;Thomas;Washington
13124;Warren;Johnson
13125;George;Tyler
13126;Warren;Cleveland
13127;Thomas;Fillmore
13128;Martin;Grant
13129;Rutherford;Coolidge
13130;Grover;Fillmore
13131;Chester;Madison
13132;Martin;Grant
13133;Gerald;Tyler
13134;Grover;Carter
13135;Harry;Nixon
13136;Gerald;Quincy
13137;Chester;Kennedy
13138;Chester;Buchanan
13139;Thomas;Lincoln
13140;Warren;Quincy
13141;Thomas;Garfield
13142;Zachary;Quincy
13143;Thomas;Madison
13144;Calvin;Harding
13145;Benjamin;Carter
13146;James;Taft
13147;Benjamin;Johnson
13148;George;Johnson
13149;Rutherford;Johnson
13150;Lyndon;Roosevelt
13151;Franklin;Wilson
13152;Chester;Eisenhower
13153;Benjamin;Taft
13154;Franklin;Harrison
13155;Ronald;Clinton
13156;Grover;Eisenhower
13157;Harry;Van Buren
13158;Bill;Kennedy
13159;Dwight;Monroe
13160;Richard;Hoover
13161;Richard;Johnson
13162;Andrew;McKinley
13163;Thomas;Clinton
13164;Dwight;Hayes
13165;Theodore;Ford
13166;Andrew;Harding
13167;Thomas;Wilson
13168;Chester;Washington
13169;Franklin;Johnson
13170;Harry;Buchanan
13171;Dwight;Fillmore
13172;Woodrow;McKinley
13173;Grover;Clinton
13174;Thomas;Fillmore
13175;Lyndon;Taft
13176;Harry;Coolidge
13177;Bill;Lincoln
13178;Bill;Taylor
13179;Rutherford;Harrison
13180;Grover;Carter
13181;Gerald;Van Buren
13182;Woodrow;Grant
13183;Dwight;Wilson
13184;Lyndon;Carter
13185;Andrew;Cleveland
13186;Rutherford;Ford
13187;Gerald;Nixon
13188;Rutherford;Carter
13189;William;Roosevelt
13190;Bill;Kennedy
13191;Calvin;Fillmore
13192;William;Pierce
13193;Abraham;Grant
13194;Calvin;Quincy
13195;James;Coolidge
13196;Ronald;Tyler
13197;Andrew;Adams
13198;Martin;Quincy
13199;Martin;McKinley
13200;Jimmy;Adams
13201;Thomas;Carter
13202;Chester;Quincy
13203;Ulysses;Wilson
13204;Benjamin;Van Buren
13205;Andrew;Johnson
13206;Millard;Harrison
13207;Rutherford;Wilson
13208;Jimmy;Arthur
13209;Herbert;Nixon
13210;John;Roosevelt
13211;Grover;Tyler
13212;Dwight;Truman
13213;Harry;Taft
13214;Rutherford;Kennedy
13215;Chester;McKinley
13216;Ronald;Taylor
13217;Dwight;Quincy
13218;William;Monroe
13219;Chester;Adams
13220;Richard;Coolidge
13221;Harry;Grant
13222;Rutherford;Fillmore
13223;George;Harding
13224;Millard;Garfield
13225;Warren;Madison
13226;Calvin;Jefferson
13227;Gerald;Polk
13228;Bill;Eisenhower
13229;Jimmy;Polk
13230;Zachary;Eisenhower
13231;George;Tyler
13232;Calvin;Madison
13233;Gerald;Pierce
13234;Theodore;Grant
13235;Harry;Arthur
13236;Benjamin;Eisenhower
13237;Millard;Jackson
13238;Dwight;Pierce
13239;John;Arthur
13240;Herbert;Adams
13241;Martin;Hoover
13242;Lyndon;Carter
13243;Martin;Roosevelt
13244;Warren;Van Buren
13245;Thomas;Johnson
13246;Harry;Harrison
13247;Millard;Washington
13248;Martin;Cleveland
13249;Grover;Taft
13250;Abraham;Carter
13251;Franklin;Harrison
13252;Theodore;Adams
13253;Warren;Garfield
13254;Gerald;Buchanan
13255;Herbert;Roosevelt
13256;Dwight;Harding
13257;Richard;Johnson
13258;Theodore;Jackson
13259;Chester;Hoover
13260;Gerald;Tyler
13261;Ronald;Clinton
13262;Andrew;Kennedy
13263;James;Adams
13264;Thomas;Adams
13265;Millard;Quincy
13266;Harry;Fillmore
13267;Chester;Jefferson
13268;George;Reagan
13269;Abraham;Quincy
13270;Dwight;Carter
13271;Gerald;Roosevelt
13272;Bill;Madison
13273;Gerald;Van Buren
13274;Calvin;Lincoln
13275;William;Clinton
13276;Harry;Truman
13277;Franklin;Eisenhower
13278;William;Buchanan
13279;Andrew;Monroe
13280;Ronald;Cleveland
13281;Theodore;Roosevelt
13282;Dwight;Taft
13283;Calvin;Roosevelt
13284;Millard;Garfield
13285;Millard;Harrison
13286;Rutherford;Truman
13287;Calvin;Van Buren
13288;William;Kennedy
13289;Calvin;Tyler
13290;Martin;Garfield
13291;Grover;Roosevelt
13292;Dwight;Tyler
13293;George;Washington
13294;Thomas;Nixon
13295;Warren;Coolidge
13296;Franklin;Van Buren
13297;Chester;Polk
13298;Dwight;Quincy
13299;Ronald;Adams
13300;Ronald;Johnson
13301;Ronald;Van Buren
13302;Millard;Polk
13303;Gerald;Ford
13304;Ronald;Tyler
13305;Millard;Arthur
13306;Benjamin;Harding
13307;Harry;Grant
13308;Rutherford;Roosevelt
13309;Gerald;Hayes
13310;Harry;Jefferson
13311;Ronald;Buchanan
13312;Calvin;Monroe
13313;Richard;Fillmore
13314;Richard;Garfield
13315;Richard;Adams
13316;Dwight;Ford
13317;Theodore;Reagan
13318;Andrew;Van Buren
13319;Lyndon;Garfield
13320;Richard;Harding
13321;Dwight;Kennedy
13322;Chester;Pierce
13323;Martin;Harrison
13324;William;Garfield
13325;George;Harrison
13326;Dwight;Fillmore
13327;Rutherford;Kennedy
13328;Martin;Polk
13329;Theodore;Kennedy
13330;Harry;Hayes
13331;Franklin;Adams
13332;Harry;Harrison
13333;Woodrow;Madison
13334;James;Harrison
13335;Martin;Hoover
13336;Bill;Clinton
13337;Warren;Nixon
13338;Calvin;Roosevelt
13339;Chester;Garfield
13340;Rutherford;Tyler
13341;Dwight;Johnson
13342;Grover;Washington
13343;Millard;Hayes
13344;Grover;Adams
13345;Zachary;Harding
13346;Martin;Buchanan
13347;Lyndon;Johnson
13348;Harry;Adams
13349;Herbert;Jefferson
13350;Benjamin;Harrison
13351;John;Taylor
13352;Gerald;Arthur
13353;Martin;Tyler
13354;Calvin;Garfield
13355;Richard;McKinley
13356;Millard;Clinton
13357;Ulysses;Cleveland
13358;John;Roosevelt
13359;Grover;Roosevelt
13360;Calvin;Quincy
13361;Gerald;Kennedy
13362;Dwight;Roosevelt
13363;Theodore;Clinton
13364;Franklin;Arthur
13365;Thomas;Eisenhower
13366;Harry;Wilson
13367;Dwight;Wilson
13368;Martin;Reagan
13369;Lyndon;Roosevelt
13370;John;Wilson
13371;Millard;Clinton
13372;Harry;Harrison
13373;Franklin;Grant
13374;William;Carter
13375;Andrew;Roosevelt
13376;Millard;Clinton
13377;George;Adams
13378;Richard;Van Buren
13379;Martin;Monroe
13380;Rutherford;Nixon
13381;Woodrow;Jefferson
13382;Harry;Adams
13383;Richard;Nixon
13384;Lyndon;Harrison
13385;Zachary;Arthur
13386;Thomas;Harrison
13387;Ronald;Harrison
13388;Grover;Hayes
13389;Benjamin;Ford
13390;Ronald;Taft
13391;Andrew;Polk
13392;Chester;Pierce
13393;Calvin;Eisenhower
13394;Woodrow;Jefferson
13395;Chester;Grant
13396;Thomas;Johnson
13397;Martin;Adams
13398;William;Lincoln
13399;Ronald;Johnson
13400;William;Johnson
13401;Herbert;Reagan
13402;Harry;Taylor
13403;James;Buchanan
13404;Dwight;Arthur
13405;Andrew;Roosevelt
13406;Warren;Quincy
13407;George;Cleveland
13408;Jimmy;Johnson
13409;George;Monroe
13410;Rutherford;Ford
13411;Theodore;Truman
13412;Ronald;Garfield
13413;John;Van Buren
13414;Lyndon;Buchanan
13415;Dwight;Roosevelt
13416;Calvin;Monroe
13417;Grover;Clinton
13418;William;Taft
13419;Dwight;Polk
13420;Andrew;Taft
13421;Benjamin;Monroe
13422;Harry;Polk
13423;Dwight;Quincy
13424;Calvin;Lincoln
13425;Calvin;Roosevelt
13426;Grover;Wilson
13427;Jimmy;Truman
13428;Ronald;Johnson
13429;John;Ford
13430;Theodore;Fillmore
13431;Millard;Fillmore
13432;Grover;McKinley
13433;Zachary;Cleveland
13434;Ronald;Grant
13435;George;Hoover
13436;Dwight;Cleveland
13437;John;Hayes
13438;Abraham;Quincy
13439;Harry;Harding
13440;Ronald;Johnson
13441;Abraham;Coolidge
13442;Thomas;Washington
13443;William;Monroe
13444;Theodore;Hoover
13445;Warren;Harrison
13446;John;Harding
13447;Richard;Harding
13448;Benjamin;Jackson
13449;John;Fillmore
13450;John;Harrison
13451;Benjamin;Johnson
13452;Benjamin;Lincoln
13453;Gerald;Hoover
13454;Martin;McKinley
13455;Theodore;Garfield
13456;Andrew;Monroe
13457;Ronald;Eisenhower
13458;Warren;Roosevelt
13459;Theodore;Jackson
13460;Ronald;Van Buren
13461;Millard;Taft
13462;Gerald;Roosevelt
13463;Millard;Fillmore
13464;Gerald;Roosevelt
13465;George;Polk
13466;James;Pierce
13467;Abraham;Fillmore
13468;Richard;Johnson
13469;Ronald;Roosevelt
13470;Richard;Roosevelt
13471;Harry;Truman
13472;William;Roosevelt
13473;Warren;McKinley
13474;Bill;Quincy
13475;Herbert;Clinton
13476;Bill;Jefferson
13477;Harry;Kennedy
13478;Harry;Fillmore
13479;Warren;Monroe
13480;Gerald;Tyler
13481;Abraham;Buchanan
13482;George;Harding
13483;Warren;Clinton
13484;Richard;Tyler
13485;Grover;McKinley
13486;Jimmy;Van Buren
13487;Theodore;Adams
13488;Bill;Taft
13489;George;Carter
13490;Warren;Coolidge
13491;Ronald;Garfield
13492;Thomas;Hoover
13493;Woodrow;Reagan
13494;Martin;Harrison
13495;Millard;Coolidge
13496;Abraham;Hayes
13497;Thomas;Garfield
13498;Warren;Johnson
13499;Harry;Wilson
13500;Ronald;Polk
13501;Benjamin;Reagan
13502;Woodrow;Taft
13503;Woodrow;Adams
13504;James;Taft
13505;Jimmy;Buchanan
13506;John;Eisenhower
13507;George;Quincy
13508;Harry;Monroe
13509;Harry;Kennedy
13510;Gerald;Van Buren
13511;Grover;Taft
13512;Martin;Tyler
13513;Woodrow;Arthur
13514;Zachary;Hoover
13515;Richard;Arthur
13516;Bill;Garfield
13517;Jimmy;Roosevelt
13518;Dwight;Reagan
13519;Bill;Monroe
13520;Ronald;Washington
13521;Warren;Carter
13522;George;Jefferson
13523;Calvin;Truman
13524;William;Hayes
13525;Woodrow;Eisenhower
13526;Dwight;Quincy
13527;Chester;Washington
13528;Herbert;Pierce
13529;Millard;Harrison
13530;Dwight;Truman
13531;Lyndon;Harrison
13532;Gerald;Kennedy
13533;Theodore;Adams
13534;John;Nixon
13535;Lyndon;Kennedy
13536;Gerald;Wilson
13537;Benjamin;Washington
13538;Herbert;Hoover
13539;George;McKinley
13540;Ulysses;Fillmore
13541;Martin;Jefferson
13542;Theodore;McKinley
13543;Ulysses;Truman
13544;John;Buchanan
13545;Ronald;Fillmore
13546;Franklin;Johnson
13547;John;Jefferson
13548;James;Fillmore
13549;Benjamin;Buchanan
13550;Grover;Taylor
13551;Ulysses;Grant
13552;Martin;Pierce
13553;Benjamin;Eisenhower
13554;George;Roosevelt
13555;Bill;Reagan
13556;Calvin;Garfield
13557;Calvin;Pierce
13558;Thomas;Tyler
13559;Calvin;Grant
13560;Martin;Pierce
13561;Ulysses;Adams
13562;Harry;Johnson
13563;Chester;Grant
13564;Millard;Reagan
13565;Ulysses;Adams
13566;George;Grant
13567;Ronald;Ford
13568;James;Grant
13569;Richard;Washington
13570;Harry;Cleveland
13571;Rutherford;Roosevelt
13572;Lyndon;Hoover
13573;Benjamin;Coolidge
13574;William;Ford
13575;Calvin;Grant
13576;Ulysses;Arthur
13577;Chester;Buchanan
13578;Herbert;Arthur
13579;Ulysses;Adams
13580;George;Harrison
13581;Martin;Harrison
13582;Herbert;Harding
13583;Jimmy;Carter
13584;Bill;McKinley
13585;Zachary;Cleveland
13586;Herbert;Reagan
13587;Ronald;Adams
13588;Dwight;Tyler
13589;Benjamin;Garfield
13590;Martin;Adams
13591;Millard;Buchanan
13592;Zachary;Madison
13593;Herbert;Taylor
13594;Grover;Van Buren
13595;James;Coolidge
13596;James;Hayes
13597;Richard;Lincoln
13598;Rutherford;Roosevelt
13599;Grover;Tyler
13600;Grover;Taft
13601;Harry;Johnson
13602;Jimmy;Taylor
13603;Benjamin;Arthur
13604;Benjamin;Kennedy
13605;Bill;Coolidge
13606;Herbert;Roosevelt
13607;Benjamin;Truman
13608;Dwight;Coolidge
13609;Theodore;Johnson
13610;Andrew;Fillmore
13611;Martin;Madison
13612;Benjamin;Adams
13613;Richard;Harrison
13614;Lyndon;Tyler
13615;Richard;Nixon
13616;Andrew;Adams
13617;Thomas;Adams
13618;William;Monroe
13619;Woodrow;Jefferson
13620;Calvin;Harrison
13621;Harry;Carter
13622;Calvin;Pierce
13623;Harry;McKinley
13624;Franklin;Adams
13625;Zachary;Polk
13626;George;Adams
13627;Rutherford;Taft
13628;Zachary;Adams
13629;Lyndon;Coolidge
13630;Calvin;Madison
13631;Richard;Taft
13632;Thomas;Truman
13633;Woodrow;Cleveland
13634;Richard;Garfield
13635;Ulysses;Hayes
13636;Chester;Grant
13637;Millard;Carter
13638;Grover;Jefferson
13639;Warren;Wilson
13640;Theodore;Jackson
13641;Harry;Eisenhower
13642;Andrew;Washington
13643;Woodrow;Ford
13644;Chester;Arthur
13645;John;Quincy
13646;Lyndon;Hayes
13647;Warren;Hoover
13648;Harry;Coolidge
13649;Grover;Wilson
13650;Dwight;Pierce
13651;William;Taft
13652;Dwight;Tyler
13653;Herbert;Pierce
13654;Jimmy;Coolidge
13655;Thomas;Lincoln
13656;George;Adams
13657;Benjamin;Buchanan
13658;Chester;Adams
13659;George;Grant
13660;Theodore;Tyler
13661;Zachary;Roosevelt
13662;John;Madison
13663;Benjamin;Harding
13664;William;Taylor
13665;Franklin;McKinley
13666;John;Kennedy
13667;Franklin;Hayes
13668;William;Quincy
13669;Rutherford;Madison
13670;Gerald;Taft
13671;Thomas;Kennedy
13672;Millard;Kennedy
13673;Thomas;Madison
13674;Theodore;Hayes
13675;Bill;Garfield
13676;Andrew;Pierce
13677;Grover;Roosevelt
13678;George;Grant
13679;Rutherford;Tyler
13680;Richard;Harrison
13681;Andrew;Wilson
13682;Martin;Arthur
13683;Chester;Adams
13684;Franklin;Harrison
13685;Richard;Monroe
13686;John;Buchanan
13687;Benjamin;Adams
13688;George;Taylor
13689;Lyndon;Hoover
13690;Thomas;Johnson
13691;Zachary;Harrison
13692;Calvin;Fillmore
13693;Richard;Taft
13694;Andrew;Harrison
13695;Herbert;Wilson
13696;Grover;Johnson
13697;Richard;Johnson
13698;Bill;Quincy
13699;Harry;Washington
13700;Bill;Buchanan
13701;Gerald;Ford
13702;Bill;Monroe
13703;Theodore;Quincy
13704;Thomas;Madison
13705;Gerald;Truman
13706;Theodore;Taft
13707;Gerald;Hoover
13708;Gerald;Pierce
13709;Herbert;Adams
13710;William;Pierce
13711;Gerald;Hayes
13712;Franklin;Polk
13713;Ulysses;Carter
13714;Richard;Truman
13715;George;Pierce
13716;Theodore;Eisenhower
13717;Theodore;Coolidge
13718;John;Carter
13719;Rutherford;Harding
13720;Grover;Hoover
13721;John;Adams
13722;Ulysses;Kennedy
13723;Thomas;Ford
13724;James;Adams
13725;Abraham;Cleveland
13726;Richard;Polk
13727;Martin;Roosevelt
13728;Andrew;Garfield
13729;Benjamin;Madison
13730;Andrew;Coolidge
13731;Bill;Garfield
13732;Millard;Garfield
13733;Grover;Cleveland
13734;Chester;Eisenhower
13735;Lyndon;Harrison
13736;Chester;Adams
13737;Gerald;Johnson
13738;Calvin;Cleveland
13739;Herbert;Arthur
13740;Ulysses;Polk
13741;Benjamin;Washington
13742;Woodrow;Buchanan
13743;Millard;Carter
13744;Warren;Quincy
13745;Zachary;Harrison
13746;Chester;Harding
13747;Woodrow;Grant
13748;Andrew;Roosevelt
13749;Thomas;Ford
13750;Zachary;Jefferson
13751;Bill;Tyler
13752;Dwight;Harding
13753;Ulysses;Wilson
13754;Chester;Adams
13755;Franklin;Reagan
13756;Andrew;Nixon
13757;Woodrow;Van Buren
13758;Chester;Quincy
13759;Dwight;Harrison
13760;Ronald;Polk
13761;Herbert;Johnson
13762;Dwight;Reagan
13763;Bill;Fillmore
13764;James;Roosevelt
13765;Andrew;Harrison
13766;Rutherford;Taft
13767;Bill;Adams
13768;Woodrow;Truman
13769;Martin;Roosevelt
13770;Ulysses;Washington
13771;Calvin;Buchanan
13772;Franklin;Madison
13773;Benjamin;Johnson
13774;Calvin;Carter
13775;Thomas;Harrison
13776;Ulysses;Truman
13777;Dwight;Roosevelt
13778;Thomas;Harrison
13779;Zachary;Reagan
13780;Ronald;Adams
13781;John;Ford
13782;Millard;Jefferson
13783;Lyndon;Ford
13784;Andrew;Hayes
13785;Theodore;Grant
13786;Harry;Tyler
13787;Warren;Lincoln
13788;Bill;Polk
13789;Ulysses;Ford
13790;Calvin;Washington
13791;Herbert;Fillmore
13792;Calvin;Hoover
13793;Martin;Clinton
13794;Calvin;Arthur
13795;Dwight;Quincy
13796;Lyndon;Harding
13797;Grover;Reagan
13798;Andrew;Jackson
13799;Woodrow;Tyler
13800;Chester;Washington
13801;Richard;Coolidge
13802;Rutherford;Nixon
13803;Chester;Jackson
13804;Bill;Pierce
13805;Bill;Grant
13806;Theodore;Jefferson
13807;Warren;Adams
13808;Zachary;Lincoln
13809;William;Quincy
13810;Andrew;McKinley
13811;Theodore;Adams
13812;Dwight;Jackson
13813;Benjamin;Polk
13814;William;Cleveland
13815;Grover;Clinton
13816;William;Roosevelt
13817;Chester;Johnson
13818;William;Nixon
13819;James;Garfield
13820;Benjamin;Polk
13821;Theodore;Arthur
13822;Harry;Tyler
13823;Lyndon;Nixon
13824;George;Truman
13825;Grover;Harding
13826;Bill;Roosevelt
13827;Thomas;Taylor
13828;Harry;Johnson
13829;Warren;Nixon
13830;John;Kennedy
13831;Franklin;Harding
13832;Rutherford;Taylor
13833;Chester;Nixon
13834;Franklin;Buchanan
13835;Dwight;Johnson
13836;John;Washington
13837;Andrew;Nixon
13838;Chester;Taft
13839;Gerald;Jefferson
13840;Benjamin;Jackson
13841;Franklin;Coolidge
13842;Abraham;Harding
13843;Warren;Roosevelt
13844;Calvin;Quincy
13845;Woodrow;Nixon
13846;James;Fillmore
13847;Herbert;Adams
13848;Benjamin;Clinton
13849;Dwight;Lincoln
13850;Woodrow;Jefferson
13851;Calvin;Grant
13852;Andrew;Monroe
13853;Woodrow;Washington
13854;Richard;Garfield
13855;George;Roosevelt
13856;Woodrow;Clinton
13857;Jimmy;Adams
13858;George;Roosevelt
13859;Millard;Adams
13860;Grover;Coolidge
13861;Warren;Kennedy
13862;William;McKinley
13863;John;McKinley
13864;Franklin;Polk
13865;Ulysses;Pierce
13866;Warren;Pierce
13867;Bill;Van Buren
13868;Jimmy;Harrison
13869;Harry;Wilson
13870;Herbert;Nixon
13871;Ronald;Van Buren
13872;Lyndon;Carter
13873;Harry;Grant
13874;William;Nixon
13875;Andrew;Adams
13876;Ulysses;Harrison
13877;Dwight;Harrison
13878;Warren;Eisenhower
13879;Millard;Wilson
13880;Rutherford;Adams
13881;Herbert;Van Buren
13882;Theodore;Lincoln
13883;Theodore;Arthur
13884;Herbert;Jefferson
13885;Jimmy;Truman
13886;John;Clinton
13887;Harry;Johnson
13888;Jimmy;McKinley
13889;Lyndon;Ford
13890;Bill;Wilson
13891;Woodrow;Taft
13892;John;Pierce
13893;James;Arthur
13894;William;Taft
13895;Grover;Garfield
13896;John;Clinton
13897;John;Quincy
13898;James;Taft
13899;Theodore;Adams
13900;Zachary;Pierce
13901;Grover;Truman
13902;Jimmy;Jackson
13903;James;Ford
13904;James;Ford
13905;Grover;McKinley
13906;Millard;Harrison
13907;Franklin;Pierce
13908;John;Reagan
13909;Theodore;Tyler
13910;Andrew;Hoover
13911;Dwight;Adams
13912;Calvin;Kennedy
13913;Theodore;Taylor
13914;Lyndon;Polk
13915;Warren;Garfield
13916;Dwight;Jackson
13917;Harry;Polk
13918;Grover;Reagan
13919;Zachary;Taylor
13920;Thomas;Tyler
13921;Herbert;Fillmore
13922;Woodrow;Ford
13923;Lyndon;Taft
13924;Woodrow;Roosevelt
13925;George;Arthur
13926;Jimmy;Johnson
13927;Lyndon;Adams
13928;Calvin;Roosevelt
13929;Jimmy;Ford
13930;Bill;Harrison
13931;Theodore;Johnson
13932;Woodrow;Jefferson
13933;Rutherford;Jackson
13934;Jimmy;Roosevelt
13935;Benjamin;Ford
13936;James;Arthur
13937;Ronald;Cleveland
13938;Grover;Wilson
13939;Chester;Reagan
13940;Grover;Adams
13941;Calvin;Arthur
13942;Calvin;Nixon
13943;James;Tyler
13944;Martin;Roosevelt
13945;Gerald;Cleveland
13946;Andrew;Truman
13947;Herbert;Adams
13948;Zachary;Wilson
13949;Richard;Madison
13950;Abraham;Adams
13951;Lyndon;Fillmore
13952;Thomas;Hayes
13953;Herbert;Hoover
13954;Bill;Ford
13955;Millard;Roosevelt
13956;Rutherford;Ford
13957;Chester;Johnson
13958;George;Harrison
13959;Gerald;Roosevelt
13960;Herbert;Kennedy
13961;Benjamin;Washington
13962;Andrew;Eisenhower
13963;Jimmy;Kennedy
13964;Rutherford;Jackson
13965;John;Kennedy
13966;Andrew;Johnson
13967;Harry;Clinton
13968;Harry;Ford
13969;Theodore;Roosevelt
13970;Rutherford;Hoover
13971;Theodore;Clinton
13972;Theodore;Harding
13973;George;Harrison
13974;Jimmy;Harrison
13975;Lyndon;Fillmore
13976;Benjamin;Cleveland
13977;Martin;Ford
13978;Richard;Cleveland
13979;Bill;Quincy
13980;Jimmy;Truman
13981;Benjamin;Taft
13982;Dwight;Taft
13983;Jimmy;Cleveland
13984;Millard;Adams
13985;John;Hayes
13986;Zachary;Roosevelt
13987;Dwight;Harrison
13988;Thomas;Taft
13989;Grover;McKinley
13990;Harry;Kennedy
13991;Woodrow;Carter
13992;Calvin;Tyler
13993;Herbert;Johnson
13994;Ulysses;Johnson
13995;John;Johnson
13996;Theodore;Truman
13997;George;Kennedy
13998;Dwight;Arthur
13999;Gerald;Tyler
14000;Warren;Taft
14001;Calvin;Garfield
14002;Franklin;Roosevelt
14003;Franklin;Kennedy
14004;John;Reagan
14005;Woodrow;Cleveland
14006;Franklin;Garfield
14007;William;Kennedy
14008;William;Garfield
14009;Thomas;Harding
14010;Chester;Harding
14011;Ronald;Tyler
14012;James;Grant
14013;Jimmy;Eisenhower
14014;Lyndon;Eisenhower
14015;Warren;Eisenhower
14016;Thomas;Washington
14017;William;Monroe
14018;Herbert;Jefferson
14019;Herbert;Harrison
14020;Lyndon;Taft
14021;Martin;Taft
14022;Gerald;Roosevelt
14023;Jimmy;Buchanan
14024;Herbert;Arthur
14025;Lyndon;Coolidge
14026;Bill;Adams
14027;Chester;Pierce
14028;Gerald;Harrison
14029;Bill;Coolidge
14030;James;Arthur
14031;Millard;McKinley
14032;Dwight;Polk
14033;Zachary;Ford
14034;John;Jefferson
14035;Dwight;Roosevelt
14036;George;Harrison
14037;Ulysses;Polk
14038;Jimmy;Tyler
14039;Jimmy;Taft
14040;Ulysses;Washington
14041;Abraham;Hayes
14042;Ulysses;Washington
14043;Abraham;Garfield
14044;Lyndon;Monroe
14045;George;Fillmore
14046;Rutherford;Tyler
14047;John;Carter
14048;Zachary;Roosevelt
14049;Ronald;Garfield
14050;James;McKinley
14051;Millard;Pierce
14052;Woodrow;Jefferson
14053;Theodore;Washington
14054;Calvin;Wilson
14055;Benjamin;Truman
14056;Theodore;Adams
14057;Ulysses;Washington
14058;William;Tyler
14059;Gerald;Clinton
14060;Millard;Madison
14061;Rutherford;Ford
14062;Zachary;Tyler
14063;Calvin;Adams
14064;Jimmy;Buchanan
14065;Gerald;Madison
14066;Jimmy;Wilson
14067;Woodrow;Garfield
14068;Warren;Truman
14069;Jimmy;Roosevelt
14070;Martin;Roosevelt
14071;John;Roosevelt
14072;Andrew;Nixon
14073;Harry;Harding
14074;Martin;Polk
14075;Martin;Grant
14076;Martin;Arthur
14077;Dwight;Van Buren
14078;Theodore;Van Buren
14079;Benjamin;Madison
14080;Grover;Fillmore
14081;Abraham;Carter
14082;Dwight;Johnson
14083;Bill;Taft
14084;William;Monroe
14085;Thomas;Eisenhower
14086;William;Clinton
14087;Ronald;Adams
14088;Lyndon;Fillmore
14089;Grover;Roosevelt
14090;Benjamin;Clinton
14091;Martin;Garfield
14092;Lyndon;Quincy
14093;William;Quincy
14094;Benjamin;Harding
14095;Abraham;Jefferson
14096;Dwight;Pierce
14097;William;Carter
14098;Benjamin;Fillmore
14099;Grover;Nixon
14100;Abraham;McKinley
14101;Bill;Truman
14102;Ulysses;Buchanan
14103;Herbert;Reagan
14104;Ronald;Jefferson
14105;Calvin;Clinton
14106;Calvin;Buchanan
14107;Chester;Truman
14108;Calvin;Pierce
14109;Andrew;Grant
14110;Ronald;Harrison
14111;John;Reagan
14112;Dwight;Jefferson
14113;Andrew;Fillmore
14114;Bill;Wilson
14115;Richard;Tyler
14116;William;McKinley
14117;Herbert;Garfield
14118;Jimmy;Tyler
14119;John;Lincoln
14120;Grover;Van Buren
14121;Thomas;Johnson
14122;Calvin;Carter
14123;Martin;Fillmore
14124;Thomas;Wilson
14125;Warren;Roosevelt
14126;Andrew;Roosevelt
14127;Harry;Pierce
14128;Lyndon;Nixon
14129;Ronald;Taft
